ChildChannel,Date,Duration,EpNo,ParentChannel,ProgEpisodeName,Series,SeriesNo,Source,StartTime,VersionCensorship
Sydney,1983/05/10,NULL,29,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Perth,1983/05/10,NULL,29,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Brisbane,1983/05/10,NULL,8,Group Network for TIS,SO WHO'S SICK ?,LIFE AT STAKE,100,1,20:30:00,NULL
Sydney,1983/05/10,NULL,8,Group Network for TIS,SO WHO'S SICK ?,LIFE AT STAKE,100,1,20:30:00,NULL
Sydney,1983/05/10,NULL,9,Group Network for TIS,DURING A STEAM UP,NOAH AND NELLY,100,1,00:00:00,NULL
Perth,1983/05/10,NULL,3,Group Network for TIS,LOCKET,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1983/05/10,NULL,9,Group Network for TIS,HEAT NINE,MASTERMIND,200,1,00:00:00,NULL
Sydney,1983/05/10,NULL,3,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Brisbane,1983/05/10,NULL,9,Group Network for TIS,DURING A STEAM UP,NOAH AND NELLY,100,1,00:00:00,NULL
Adelaide,1983/05/10,NULL,9,Group Network for TIS,HEAT NINE,MASTERMIND,200,1,00:00:00,NULL
Perth,1983/05/10,NULL,2,Group Network for TIS,LOVE SUSAN,INSIDE OUT,7700,1,00:00:00,NULL
Melbourne,1983/05/10,NULL,9,Group Network for TIS,DURING A STEAM UP,NOAH AND NELLY,100,1,00:00:00,NULL
Brisbane,1983/05/10,NULL,9,Group Network for TIS,HEAT NINE,MASTERMIND,200,1,00:00:00,NULL
Perth,1983/05/10,NULL,8,Group Network for TIS,SO WHO'S SICK ?,LIFE AT STAKE,100,1,20:30:00,NULL
Melbourne,1983/05/10,NULL,9,Group Network for TIS,HEAT NINE,MASTERMIND,200,1,00:00:00,NULL
Adelaide,1983/05/10,NULL,29,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Darwin,1983/05/10,NULL,8,Group Network for TIS,SO WHO'S SICK ?,LIFE AT STAKE,100,1,20:30:00,NULL
Adelaide,1983/05/10,NULL,0,Group Network for TIS,WHERE WATER IS PLENTIFUL,,0,1,00:00:00,NULL
Melbourne,1983/05/10,NULL,4,Group Network for TIS,ANDROIDS OF TARA - PART 4,DR. WHO,504,1,00:00:00,NULL
Brisbane,1983/05/10,NULL,3,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Darwin,1983/05/10,NULL,29,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Hobart,1983/05/10,NULL,38,Group Network for TIS,CHRISTMAS TREE FAIRY,WORDS AND PICTURES,7701,1,00:00:00,NULL
Adelaide,1983/05/10,NULL,10,Group Network for TIS,KANGAROO COOKING AT KUNAPURAL,PEOPLE OF THE AUSTRALIAN WESTERN DESERT,100,1,00:00:00,NULL
Hobart,1983/05/10,NULL,9,Group Network for TIS,DURING A STEAM UP,NOAH AND NELLY,100,1,00:00:00,NULL
Darwin,1983/05/10,NULL,3,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/10,NULL,8,Group Network for TIS,SO WHO'S SICK ?,LIFE AT STAKE,100,1,20:30:00,NULL
Darwin,1983/05/10,NULL,9,Group Network for TIS,DURING A STEAM UP,NOAH AND NELLY,100,1,00:00:00,NULL
Brisbane,1983/05/10,NULL,29,Group Network for TIS,HOLIDAY,HOLIDAY,7900,1,00:00:00,NULL
Adelaide,1983/05/10,NULL,4,Group Network for TIS,ANDROIDS OF TARA - PART 4,DR. WHO,504,1,00:00:00,NULL
Perth,1983/05/10,NULL,9,Group Network for TIS,HEAT NINE,MASTERMIND,200,1,00:00:00,NULL
Adelaide,1983/05/11,NULL,7,Group Network for TIS,FENTON BOWEN,MUSIC MAKERS,7700,1,23:00:00,NULL
Brisbane,1983/05/11,NULL,3,Group Network for TIS,POWER OF KROLL - PART 3,DR. WHO,505,1,00:00:00,NULL
Melbourne,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Adelaide,1983/05/11,NULL,6,Group Network for TIS,WHERE HAVE ALL THE FLOWERS GONE?,EVERYMAN,7900,1,00:00:00,NULL
Brisbane,1983/05/11,NULL,4,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Sydney,1983/05/11,NULL,10,Group Network for TIS,DURING A FLOWER SHOW,NOAH AND NELLY,100,1,00:00:00,NULL
Sydney,1983/05/11,NULL,9,Group Network for TIS,REARDON V MILES,POT BLACK,800,1,00:00:00,NULL
Sydney,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Perth,1983/05/11,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Perth,1983/05/11,NULL,2,Group Network for TIS,ARMAGEDDON FACTOR - PART 2,DR. WHO,506,1,00:00:00,NULL
Melbourne,1983/05/11,NULL,1,Group Network for TIS,POWER OF KROLL - PART 1,DR. WHO,505,1,00:00:00,NULL
Perth,1983/05/11,NULL,7,Group Network for TIS,STILL CRAZY AFTER ALL THESE YEARS,EVERYMAN,7900,1,00:00:00,NULL
Perth,1983/05/11,NULL,5,Group Network for TIS,TWO'S AND THREE'S - PART 1,MUSIC TIME,7801,1,00:00:00,NULL
Brisbane,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Adelaide,1983/05/11,NULL,4,Group Network for TIS,TUNNEL,TRAVELLER IN TIME,100,1,00:00:00,NULL
Darwin,1983/05/11,NULL,3,Group Network for TIS,POWER OF KROLL - PART 3,DR. WHO,505,1,00:00:00,NULL
Darwin,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Brisbane,1983/05/11,NULL,10,Group Network for TIS,DURING A FLOWER SHOW,NOAH AND NELLY,100,1,00:00:00,NULL
Perth,1983/05/11,NULL,9,Group Network for TIS,REARDON V MILES,POT BLACK,800,1,00:00:00,NULL
Hobart,1983/05/11,NULL,9,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Melbourne,1983/05/11,NULL,10,Group Network for TIS,DURING A FLOWER SHOW,NOAH AND NELLY,100,1,00:00:00,NULL
Darwin,1983/05/11,NULL,9,Group Network for TIS,REARDON V MILES,POT BLACK,800,1,00:00:00,NULL
Perth,1983/05/11,NULL,9,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Perth,1983/05/11,NULL,0,Group Network for TIS,TEN TIMES EMPTY,,0,1,00:00:00,NULL
Melbourne,1983/05/11,NULL,4,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Sydney,1983/05/11,NULL,3,Group Network for TIS,POWER OF KROLL - PART 3,DR. WHO,505,1,00:00:00,NULL
Adelaide,1983/05/11,NULL,9,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Adelaide,1983/05/11,NULL,1,Group Network for TIS,POWER OF KROLL - PART 1,DR. WHO,505,1,00:00:00,NULL
Brisbane,1983/05/11,NULL,7,Group Network for TIS,STILL CRAZY AFTER ALL THESE YEARS,EVERYMAN,7900,1,00:00:00,NULL
Brisbane,1983/05/11,NULL,9,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Hobart,1983/05/11,NULL,10,Group Network for TIS,DURING A FLOWER SHOW,NOAH AND NELLY,100,1,00:00:00,NULL
Perth,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Sydney,1983/05/11,NULL,9,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Darwin,1983/05/11,NULL,7,Group Network for TIS,STILL CRAZY AFTER ALL THESE YEARS,EVERYMAN,7900,1,00:00:00,NULL
Melbourne,1983/05/11,NULL,9,Group Network for TIS,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,MARQUE - A HUNDRED YEARS OF MOTORING WITH PETER WHERRETT,7900,1,19:30:00,NULL
Melbourne,1983/05/11,NULL,12,Group Network for TIS,JOHN CORBETT: TEXTILE TEACHER,CRAFT AS A LIVELIHOOD,100,1,00:00:00,NULL
Melbourne,1983/05/11,NULL,9,Group Network for TIS,REARDON V MILES,POT BLACK,800,1,00:00:00,NULL
Adelaide,1983/05/11,NULL,0,Group Network for TIS,WHERE WATER IS PLENTIFUL,,0,1,00:00:00,NULL
Adelaide,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Hobart,1983/05/11,NULL,13,Group Network for TIS,FRINGE BANKING,TARGET,200,1,00:00:00,NULL
Adelaide,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Brisbane,1983/05/12,NULL,11,Group Network for TIS,DURING A WAIL OF A TIME,NOAH AND NELLY,100,1,00:00:00,NULL
Perth,1983/05/12,NULL,5,Group Network for TIS,RIBBON,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1983/05/12,NULL,11,Group Network for TIS,DURING A WAIL OF A TIME,NOAH AND NELLY,100,1,00:00:00,NULL
Brisbane,1983/05/12,NULL,33,Group Network for TIS,BADGER COUNTRY,""WILD,WILD WORLD OF ANIMALS",""300",1,13:11:00,NULL,
Brisbane,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Sydney,1983/05/12,NULL,1,Group Network for TIS,TWO RONNIES,TWO RONNIES,100,1,19:30:00,NULL
Hobart,1983/05/12,NULL,5,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Adelaide,1983/05/12,NULL,5,Group Network for TIS,RIBBON,TRAVELLER IN TIME,100,1,00:00:00,NULL
Sydney,1983/05/12,NULL,44,Group Network for TIS,PEP VS SADDLER - 3RD BOUT,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Melbourne,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Perth,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Darwin,1983/05/12,NULL,1,Group Network for TIS,TWO RONNIES,TWO RONNIES,100,1,19:30:00,NULL
Hobart,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Perth,1983/05/12,NULL,36,Group Network for TIS,JOURNEY,WORDS AND PICTURES,7701,1,00:00:00,NULL
Sydney,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Darwin,1983/05/12,NULL,11,Group Network for TIS,DURING A WAIL OF A TIME,NOAH AND NELLY,100,1,00:00:00,NULL
Melbourne,1983/05/12,NULL,11,Group Network for TIS,DURING A WAIL OF A TIME,NOAH AND NELLY,100,1,00:00:00,NULL
Darwin,1983/05/12,NULL,8,Group Network for TIS,DUEL,BLAKE'S SEVEN,100,1,20:15:00,NULL
Sydney,1983/05/12,NULL,5,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Darwin,1983/05/12,NULL,0,Group Network for TIS,LAST OUTPOST,,0,1,00:00:00,NULL
Brisbane,1983/05/12,NULL,1,Group Network for TIS,TWO RONNIES,TWO RONNIES,100,1,19:30:00,NULL
Sydney,1983/05/12,NULL,0,Group Network for TIS,LAST OUTPOST,,0,1,00:00:00,NULL
Darwin,1983/05/12,NULL,5,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Brisbane,1983/05/12,NULL,0,Group Network for TIS,LAST OUTPOST,,0,1,00:00:00,NULL
Brisbane,1983/05/12,NULL,5,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Brisbane,1983/05/13,NULL,0,Group Network for TIS,FALLEN ANGELS,,0,1,00:00:00,NULL
Sydney,1983/05/13,NULL,0,Group Network for TIS,FALLEN ANGELS,,0,1,00:00:00,NULL
Hobart,1983/05/13,NULL,0,Group Network for TIS,FALLEN ANGELS,,0,1,00:00:00,NULL
Hobart,1983/05/13,NULL,441,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:00:00,NULL
Perth,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Adelaide,1983/05/13,NULL,18,Group Network for TIS,DEMPSEY VS TUNNEY - 1ST BOUT,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Sydney,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Darwin,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Adelaide,1983/05/13,NULL,0,Group Network for TIS,FALLEN ANGELS,,0,1,00:00:00,NULL
Melbourne,1983/05/13,NULL,0,Group Network for TIS,FALLEN ANGELS,,0,1,00:00:00,NULL
Adelaide,1983/05/13,NULL,406,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7524,1,00:00:00,NULL
Brisbane,1983/05/13,NULL,1,Group Network for TIS,BURNS VS O'BRIEN & GANS VS KID HARMAN,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Melbourne,1983/05/13,NULL,8,Group Network for TIS,MOUNTJOY V DAVIS,POT BLACK,800,1,00:00:00,NULL
Melbourne,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Darwin,1983/05/13,NULL,1,Group Network for TIS,BURNS VS O'BRIEN & GANS VS KID HARMAN,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Hobart,1983/05/13,NULL,2,Group Network for TIS,CRAFTER ON GOLF,CRAFTER ON GOLF,100,1,00:00:00,NULL
Hobart,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Adelaide,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Darwin,1983/05/13,NULL,0,Group Network for TIS,FALLEN ANGELS,,0,1,00:00:00,NULL
Adelaide,1983/05/13,NULL,17,Group Network for TIS,TUNNEY VS GIBBONS,GREATEST FIGHTS OF THE CENTURY,100,1,00:00:00,NULL
Brisbane,1983/05/13,NULL,1,Group Network for TIS,"BOB HAWKE,KATE FITZPATRICK,JACK FINGLETON",PARKINSON IN AUSTRALIA,100,1,19:30:00,NULL
Melbourne,1983/05/14,NULL,6,Group Network for TIS,FAINT HEARTS,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Adelaide,1983/05/14,NULL,0,Group Network for TIS,BERNINI,,0,1,00:00:00,NULL
Hobart,1983/05/14,NULL,442,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:00:00,NULL
Adelaide,1983/05/14,NULL,6,Group Network for TIS,FAINT HEARTS,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Darwin,1983/05/14,NULL,0,Group Network for TIS,BERNINI,,0,1,00:00:00,NULL
Hobart,1983/05/14,NULL,10,Group Network for TIS,LATIN AMERICA: INTERVENTION IN OUR OWN BACKYARD,BETWEEN THE WARS,100,1,00:00:00,NULL
Brisbane,1983/05/14,NULL,0,Group Network for TIS,BERNINI,,0,1,00:00:00,NULL
Sydney,1983/05/14,NULL,10,Group Network for TIS,LATIN AMERICA: INTERVENTION IN OUR OWN BACKYARD,BETWEEN THE WARS,100,1,00:00:00,NULL
Perth,1983/05/14,NULL,5,Group Network for TIS,JUDGEMENT DAY,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Adelaide,1983/05/14,NULL,10,Group Network for TIS,LATIN AMERICA: INTERVENTION IN OUR OWN BACKYARD,BETWEEN THE WARS,100,1,00:00:00,NULL
Melbourne,1983/05/14,NULL,0,Group Network for TIS,BERNINI,,0,1,00:00:00,NULL
Perth,1983/05/14,NULL,432,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7524,1,16:00:00,NULL
Darwin,1983/05/14,NULL,6,Group Network for TIS,FAINT HEARTS,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Brisbane,1983/05/14,NULL,6,Group Network for TIS,FAINT HEARTS,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Hobart,1983/05/14,NULL,6,Group Network for TIS,FAINT HEARTS,ALL CREATURES GREAT AND SMALL,200,1,00:00:00,NULL
Sydney,1983/05/14,NULL,0,Group Network for TIS,BERNINI,,0,1,00:00:00,NULL
Hobart,1983/05/14,NULL,0,Group Network for TIS,BERNINI,,0,1,00:00:00,NULL
Darwin,1983/05/15,NULL,4,Group Network for TIS,POWER OF KROLL - PART 4,DR. WHO,505,1,00:00:00,NULL
Hobart,1983/05/15,NULL,443,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:00:00,NULL
Darwin,1983/05/15,NULL,4,Group Network for TIS,"ALLAN JONES,SARAH VAUGHAN AND BRUCE JOHNSON",JACK JONES,7700,1,00:00:00,NULL
Brisbane,1983/05/15,NULL,4,Group Network for TIS,"ALLAN JONES,SARAH VAUGHAN AND BRUCE JOHNSON",JACK JONES,7700,1,00:00:00,NULL
Hobart,1983/05/15,NULL,446,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:30:00,NULL
Darwin,1983/05/15,NULL,6,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Sydney,1983/05/15,NULL,4,Group Network for TIS,POWER OF KROLL - PART 4,DR. WHO,505,1,00:00:00,NULL
Hobart,1983/05/15,NULL,39,Group Network for TIS,TONY AND HIS FRIENDS,WORDS AND PICTURES,7802,1,00:00:00,NULL
Brisbane,1983/05/15,NULL,4,Group Network for TIS,POWER OF KROLL - PART 4,DR. WHO,505,1,00:00:00,NULL
Sydney,1983/05/15,NULL,10,Group Network for TIS,FRESH OUT OF MIRACLES,ORACLE,100,1,20:30:00,NULL
Sydney,1983/05/15,NULL,446,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:30:00,NULL
Melbourne,1983/05/15,NULL,6,Group Network for TIS,TOR SCHWANCK: SILVERSMITH,CRAFT AS A LIVELIHOOD,100,1,00:00:00,NULL
Sydney,1983/05/15,NULL,6,Group Network for TIS,TOR SCHWANCK: SILVERSMITH,CRAFT AS A LIVELIHOOD,100,1,00:00:00,NULL
Sydney,1983/05/15,NULL,6,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Perth,1983/05/15,NULL,4,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Perth,1983/05/15,NULL,12,Group Network for TIS,HAND OF FATE,ARE YOU BEING SERVED?,300,1,00:00:00,NULL
Melbourne,1983/05/15,NULL,12,Group Network for TIS,HAND OF FATE,ARE YOU BEING SERVED?,300,1,00:00:00,NULL
Melbourne,1983/05/15,NULL,2,Group Network for TIS,SYMBOLS,COMMUNICATION,7900,1,00:00:00,NULL
Hobart,1983/05/15,NULL,0,Group Network for TIS,MIKE MULLIGAN AND HIS STEAM SHOVEL,,0,1,00:00:00,NULL
Hobart,1983/05/15,NULL,6,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/15,NULL,7,Group Network for TIS,CHRISTMAS CAROLS - PART 1,MUSIC TIME,7801,1,00:00:00,NULL
Adelaide,1983/05/15,NULL,4,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Adelaide,1983/05/15,NULL,1,Group Network for TIS,MARVIN HAMLISCH AND DENIECE WILLIAMS,JACK JONES,7700,1,00:00:00,NULL
Sydney,1983/05/15,NULL,4,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Sydney,1983/05/15,NULL,2,Group Network for TIS,MAKE MUSIC YOURS,MAKE MUSIC YOURS,100,1,00:00:00,NULL
Adelaide,1983/05/15,NULL,1,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/15,NULL,4,Group Network for TIS,POWER OF KROLL - PART 4,DR. WHO,505,1,00:00:00,NULL
Brisbane,1983/05/15,NULL,4,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Darwin,1983/05/15,NULL,4,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Perth,1983/05/15,NULL,3,Group Network for TIS,ARMAGEDDON FACTOR - PART 3,DR. WHO,506,1,00:00:00,NULL
Hobart,1983/05/15,NULL,10,Group Network for TIS,FRESH OUT OF MIRACLES,ORACLE,100,1,20:30:00,NULL
Perth,1983/05/15,NULL,10,Group Network for TIS,FRESH OUT OF MIRACLES,ORACLE,100,1,20:30:00,NULL
Perth,1983/05/15,NULL,433,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7524,1,16:00:00,NULL
Melbourne,1983/05/15,NULL,2,Group Network for TIS,POWER OF KROLL - PART 2,DR. WHO,505,1,00:00:00,NULL
Melbourne,1983/05/15,NULL,6,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Perth,1983/05/15,NULL,1,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Melbourne,1983/05/15,NULL,4,Group Network for TIS,SOME MOTHERS DO 'AVE 'EM,SOME MOTHERS DO 'AVE 'EM,100,1,00:00:00,NULL
Hobart,1983/05/15,NULL,8,Group Network for TIS,COVER-UP STORY,MATHSHOW,7602,1,00:00:00,NULL
Melbourne,1983/05/15,NULL,10,Group Network for TIS,FRESH OUT OF MIRACLES,ORACLE,100,1,20:30:00,NULL
Perth,1983/05/16,NULL,4,Group Network for TIS,UNKINDEST CUT OF ALL,GEORGE AND MILDRED,200,1,00:00:00,NULL
Sydney,1983/05/16,NULL,4,Group Network for TIS,1959,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Perth,1983/05/16,NULL,434,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7524,1,16:00:00,NULL
Perth,1983/05/16,NULL,4,Group Network for TIS,1959,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Adelaide,1983/05/16,NULL,2,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Hobart,1983/05/16,NULL,4,Group Network for TIS,1959,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Hobart,1983/05/16,NULL,4,Group Network for TIS,UNKINDEST CUT OF ALL,GEORGE AND MILDRED,200,1,00:00:00,NULL
Sydney,1983/05/16,NULL,4,Group Network for TIS,UNKINDEST CUT OF ALL,GEORGE AND MILDRED,200,1,00:00:00,NULL
Brisbane,1983/05/16,NULL,4,Group Network for TIS,1959,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Sydney,1983/05/16,NULL,9,Group Network for TIS,RON AND MANDI: WEAVERS,CRAFT AS A LIVELIHOOD,100,1,00:00:00,NULL
Sydney,1983/05/16,NULL,447,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:00:00,NULL
Darwin,1983/05/16,NULL,1,Group Network for TIS,ARMAGEDDON FACTOR - PART 1,DR. WHO,506,1,00:00:00,NULL
Melbourne,1983/05/16,NULL,9,Group Network for TIS,RON AND MANDI: WEAVERS,CRAFT AS A LIVELIHOOD,100,1,00:00:00,NULL
Melbourne,1983/05/16,NULL,447,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:00:00,NULL
Adelaide,1983/05/16,NULL,8,Group Network for TIS,DURING A VERY DAMP SPELL,NOAH AND NELLY,100,1,00:00:00,NULL
Melbourne,1983/05/16,NULL,4,Group Network for TIS,1959,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Hobart,1983/05/16,NULL,1,Group Network for TIS,ARMAGEDDON FACTOR - PART 1,DR. WHO,506,1,00:00:00,NULL
Darwin,1983/05/16,NULL,4,Group Network for TIS,1959,TWENTY GOOD YEARS,100,1,20:30:00,NULL
Hobart,1983/05/16,NULL,444,Group Network for TIS,PLAY SCHOOL,PLAY SCHOOL,7624,1,09:00:00,NULL
Adelaide,1983/05/16,NULL,4,Group Network for TIS,UNKINDEST CUT OF ALL,GEORGE AND MILDRED,200,1,00:00:00,NULL
Melbourne,1983/05/16,NULL,3,Group Network for TIS,POWER OF KROLL - PART 3,DR. WHO,505,1,00:00:00,NULL
Perth,1983/05/16,NULL,4,Group Network for TIS,ARMAGEDDON FACTOR - PART 4,DR. WHO,506,1,00:00:00,NULL
Perth,1983/05/16,NULL,2,Group Network for TIS,LEGEND OF ROBIN HOOD,LEGEND OF ROBIN HOOD,100,1,00:00:00,NULL
Brisbane,1983/05/16,NULL,0,Group Network for TIS,BLUE MURDER AT ST. TRINIANS,,0,1,13:55:00,NULL
Brisbane,1983/05/16,NULL,1,Group Network for TIS,ARMAGEDDON FACTOR - PART 1,DR. WHO,506,1,00:00:00,NULL
Sydney,1983/05/16,NULL,0,Group Network for TIS,BLUE MURDER AT ST. TRINIANS,,0,1,13:55:00,NULL
Sydney,1983/05/16,NULL,1,Group Network for TIS,ARMAGEDDON FACTOR - PART 1,DR. WHO,506,1,00:00:00,NULL
Melbourne,1983/05/16,NULL,4,Group Network for TIS,UNKINDEST CUT OF ALL,GEORGE AND MILDRED,200,1,00:00:00,NULL
Hobart,1983/05/17,NULL,2,Group Network for TIS,ARMAGEDDON FACTOR - PART 2,DR. WHO,506,1,00:00:00,NULL
Darwin,1983/05/17,NULL,7,Group Network for TIS,MILLION DOLLAR CHILDREN,LIFE AT STAKE,100,1,20:30:00,NULL
Adelaide,1983/05/17,NULL,10,Group Network for TIS,HEAT TEN,MASTERMIND,200,1,00:00:00,NULL
